MUNICIPALITY|CH|DES|VOTER ID|P|W/P|CG|SS|SR|CC|REQTYPE|REQDATE|REQDEN|ISSTYPE|ISSDATE|RECTYPE|RECDATE|DUP|ACC OR REJ|REJRSN|
BAR HARBOR||O|100750895|D|1-1|2|7|135|3|UR|02/05/2020||EL|05/29/2020||||||
BAR HARBOR|||100328626|D|1-1|2|7|135|3|ER|05/10/2020|||||||||
BAR HARBOR|||012600490|D|1-1|2|7|135|3|ER|05/10/2020|||||||||
BAR HARBOR|||012601212|D|1-1|2|7|135|3|TR|05/26/2020|||||||||
BAR HARBOR|||100127919|D|1-1|2|7|135|3|ER|04/30/2020|||||||||
BAR HARBOR|||012601220|D|1-1|2|7|135|3|ER|05/22/2020|||||||||
BAR HARBOR|||012601233|D|1-1|2|7|135|3|TR|05/27/2020|||||||||
BAR HARBOR|||100504537|D|1-1|2|7|135|3|ER|05/07/2020|||||||||
BAR HARBOR|||012601256|D|1-1|2|7|135|3|ER|04/16/2020|||||||||
BAR HARBOR|||100719572|D|1-1|2|7|135|3|ER|05/14/2020|||||||||
BAR HARBOR|||100085356|D|1-1|2|7|135|3|TR|05/12/2020|||||||||
BAR HARBOR|||013500383|D|1-1|2|7|135|3|ER|05/22/2020|||||||||
BAR HARBOR|||100570597|D|1-1|2|7|135|3|ER|05/28/2020|||||||||
BAR HARBOR|||100574251|D|1-1|2|7|135|3|ER|05/28/2020|||||||||
BAR HARBOR|||012601313|R|1-1|2|7|135|3|ER|05/26/2020|||||||||
BAR HARBOR|||013200527|D|1-1|2|7|135|3|ER|04/15/2020|||||||||
BAR HARBOR|||012601356|U|1-1|2|7|135|3|ER|05/17/2020|||||||||
BAR HARBOR|||012601366|D|1-1|2|7|135|3|ER|05/11/2020|||||||||
BAR HARBOR|||012601368|D|1-1|2|7|135|3|ER|05/11/2020|||||||||
BAR HARBOR|||012601371|D|1-1|2|7|135|3|ER|05/21/2020|||||||||
BAR HARBOR|||012601381|D|1-1|2|7|135|3|ER|05/24/2020|||||||||
BAR HARBOR|||012601394|D|1-1|2|7|135|3|ER|05/21/2020|||||||||
BAR HARBOR|||016001011|R|1-1|2|7|135|3|WV|06/01/2020|||||||||
BAR HARBOR|||012601405|U|1-1|2|7|135|3|ER|04/30/2020|||||||||
BAR HARBOR|||012601410|D|1-1|2|7|135|3|ER|04/20/2020|||||||||
BAR HARBOR|||100691350|D|1-1|2|7|135|3|ER|05/28/2020|||||||||
BAR HARBOR|||015400387|D|1-1|2|7|135|3|ER|05/28/2020|||||||||
BAR HARBOR|||012601474|D|1-1|2|7|135|3|ER|06/01/2020|||||||||
BAR HARBOR|||012601476|D|1-1|2|7|135|3|ER|05/11/2020|||||||||
BAR HARBOR|||012601481|G|1-1|2|7|135|3|ER|05/31/2020|||||||||
BAR HARBOR|||100466942|D|1-1|2|7|135|3|ER|06/02/2020|||||||||
BAR HARBOR|||012601524|D|1-1|2|7|135|3|ER|04/22/2020|||||||||
BAR HARBOR|||100320212|D|1-1|2|7|135|3|ER|05/11/2020|||||||||
BAR HARBOR|||012601539|D|1-1|2|7|135|3|ER|05/04/2020|||||||||
BAR HARBOR|||012601540|D|1-1|2|7|135|3|ER|05/04/2020|||||||||
BAR HARBOR|||012601557|U|1-1|2|7|135|3|ER|04/30/2020|||||||||
BAR HARBOR|||100703240|D|1-1|2|7|135|3|ER|05/18/2020|||||||||
BAR HARBOR|||100416520|R|1-1|2|7|135|3|ER|05/11/2020|||||||||
BAR HARBOR|||050300702|D|1-1|2|7|135|3|ER|05/25/2020|||||||||
BAR HARBOR|||012601575|R|1-1|2|7|135|3|ER|05/28/2020|||||||||
BAR HARBOR|||012601576|R|1-1|2|7|135|3|ER|05/28/2020|||||||||
BAR HARBOR|||012601578|D|1-1|2|7|135|3|ER|04/20/2020|||||||||
BAR HARBOR|||012601579|D|1-1|2|7|135|3|ER|04/27/2020|||||||||
BAR HARBOR|||100075507|D|1-1|2|7|135|3|ER|05/13/2020|||||||||
BAR HARBOR|||012601608|D|1-1|2|7|135|3|ER|05/29/2020|||||||||
BAR HARBOR|||100693900|R|1-1|2|7|135|3|WV|05/19/2020|||||||||
BAR HARBOR|||100693903|R|1-1|2|7|135|3|WV|05/19/2020|||||||||
BAR HARBOR|||012601617|D|1-1|2|7|135|3|ER|05/08/2020|||||||||
BAR HARBOR|||050202439|R|1-1|2|7|135|3|ER|05/28/2020|||||||||
BAR HARBOR|||100675063|D|1-1|2|7|135|3|ER|04/27/2020|||||||||
BAR HARBOR|||100668436|D|1-1|2|7|135|3|ER|05/24/2020|||||||||
BAR HARBOR|||100207028|R|1-1|2|7|135|3|TR|05/12/2020|||||||||
BAR HARBOR|||012601673|D|1-1|2|7|135|3|WV|05/29/2020|||||||||
BAR HARBOR|||100104941|R|1-1|2|7|135|3|WV|05/29/2020|||||||||
BAR HARBOR|||012601678|R|1-1|2|7|135|3|WV|05/29/2020|||||||||
BAR HARBOR|||012601682|D|1-1|2|7|135|3|ER|05/27/2020|||||||||
BAR HARBOR|||012601683|R|1-1|2|7|135|3|ER|05/27/2020|||||||||
BAR HARBOR|||012601691|D|1-1|2|7|135|3|ER|04/15/2020|||||||||
BAR HARBOR|||028201136|D|1-1|2|7|135|3|ER|05/07/2020|||||||||
BAR HARBOR|||012601696|D|1-1|2|7|135|3|ER|05/07/2020|||||||||
BAR HARBOR|||012601698|D|1-1|2|7|135|3|ER|05/27/2020|||||||||
BAR HARBOR|||012601699|D|1-1|2|7|135|3|ER|05/31/2020|||||||||
BAR HARBOR|||015400456|D|1-1|2|7|135|3|ER|05/25/2020|||||||||
BAR HARBOR|||012601705|D|1-1|2|7|135|3|TR|05/21/2020|||||||||
BAR HARBOR|||012601706|U|1-1|2|7|135|3|TR|05/21/2020|||||||||
BAR HARBOR|||012601733|D|1-1|2|7|135|3|ER|05/26/2020|||||||||
BAR HARBOR|||012601738|D|1-1|2|7|135|3|ER|05/26/2020|||||||||
BAR HARBOR|||100268365|D|1-1|2|7|135|3|ER|04/30/2020|||||||||
BAR HARBOR|||100072962|D|1-1|2|7|135|3|WV|06/02/2020|||||||||
BAR HARBOR|||100072957|D|1-1|2|7|135|3|WV|06/02/2020|||||||||
BAR HARBOR|||012601758|D|1-1|2|7|135|3|ER|04/09/2020|||||||||
BAR HARBOR|||012601777|D|1-1|2|7|135|3|ER|06/01/2020|||||||||
BAR HARBOR|||012601786|D|1-1|2|7|135|3|ER|06/02/2020|||||||||
BAR HARBOR|||100759669|D|1-1|2|7|135|3|ER|05/23/2020|||||||||
BAR HARBOR||O|012601798|D|1-1|2|7|135|3|UR|01/15/2020||EL|05/29/2020||||||
BAR HARBOR|||100767309|D|1-1|2|7|135|3|WV|05/28/2020|||||||||
BAR HARBOR|||012601813|D|1-1|2|7|135|3|ER|05/19/2020|||||||||
BAR HARBOR|||100058750|D|1-1|2|7|135|3|ER|03/22/2020|||||||||
BAR HARBOR|||012601837|D|1-1|2|7|135|3|ER|05/24/2020|||||||||
BAR HARBOR|||012601849|D|1-1|2|7|135|3|ER|05/29/2020|||||||||
BAR HARBOR|||051303459|U|1-1|2|7|135|3|ER|05/22/2020|||||||||
BAR HARBOR|||016301546|D|1-1|2|7|135|3|ER|05/26/2020|||||||||
BAR HARBOR|||016301547|D|1-1|2|7|135|3|ER|05/25/2020|||||||||
BAR HARBOR|||012601899|D|1-1|2|7|135|3|ER|04/30/2020|||||||||
BAR HARBOR||S|100690531|R|1-1|2|7|135|3|UR|02/10/2020||EL|05/29/2020||||||
BAR HARBOR|||012601915|D|1-1|2|7|135|3|ER|05/11/2020|||||||||
BAR HARBOR|||012601918|D|1-1|2|7|135|3|WV|05/26/2020|||||||||
BAR HARBOR|||012601922|R|1-1|2|7|135|3|ER|05/10/2020|||||||||
BAR HARBOR|||012601946|D|1-1|2|7|135|3|TR|04/30/2020|||||||||
BAR HARBOR|||100176568|D|1-1|2|7|135|3|ER|04/16/2020|||||||||
BAR HARBOR|||012601965|D|1-1|2|7|135|3|ER|05/04/2020|||||||||
BAR HARBOR|||015100602|D|1-1|2|7|135|3|TR|04/16/2020|||||||||
BAR HARBOR|||100667482|R|1-1|2|7|135|3|ER|05/10/2020|||||||||
BAR HARBOR|||100378250|D|1-1|2|7|135|3|TR|05/05/2020|||||||||
BAR HARBOR|||100466939|D|1-1|2|7|135|3|ER|05/21/2020|||||||||
BAR HARBOR|||100549920|D|1-1|2|7|135|3|ER|05/21/2020|||||||||
BAR HARBOR|||012602009|D|1-1|2|7|135|3|ER|05/13/2020|||||||||
BAR HARBOR|||012602012|D|1-1|2|7|135|3|ER|05/17/2020|||||||||
BAR HARBOR|||100583554|D|1-1|2|7|135|3|WV|05/28/2020|||||||||
BAR HARBOR|||100110491|D|1-1|2|7|135|3|ER|04/11/2020|||||||||
BAR HARBOR|||100399513|D|1-1|2|7|135|3|ER|05/19/2020|||||||||
BAR HARBOR|||012602037|D|1-1|2|7|135|3|ER|05/22/2020|||||||||
BAR HARBOR|||100213954|D|1-1|2|7|135|3|ER|05/05/2020|||||||||
BAR HARBOR|||100213948|D|1-1|2|7|135|3|ER|05/09/2020|||||||||
BAR HARBOR|||100676476|G|1-1|2|7|135|3|ER|05/26/2020|||||||||
BAR HARBOR|||012602050|U|1-1|2|7|135|3|ER|05/26/2020|||||||||
BAR HARBOR|||100719911|D|1-1|2|7|135|3|ER|05/25/2020|||||||||
BAR HARBOR|||012602061|D|1-1|2|7|135|3|ER|03/28/2020|||||||||
BAR HARBOR|||100667035|D|1-1|2|7|135|3|WV|05/20/2020|||||||||
BAR HARBOR|||012602093|R|1-1|2|7|135|3|ER|04/05/2020|||||||||
BAR HARBOR|||024201887|D|1-1|2|7|135|3|ER|04/16/2020|||||||||
BAR HARBOR|||012602127|D|1-1|2|7|135|3|TR|05/26/2020|||||||||
BAR HARBOR|||012602131|D|1-1|2|7|135|3|TR|05/07/2020|||||||||
BAR HARBOR|||100564373|D|1-1|2|7|135|3|ER|05/25/2020|||||||||
BAR HARBOR|||100487751|D|1-1|2|7|135|3|ER|05/25/2020|||||||||
BAR HARBOR|||100011224|D|1-1|2|7|135|3|ER|05/21/2020|||||||||
BAR HARBOR||O|100028026|D|1-1|2|7|135|3|UR|03/02/2020||EL|05/29/2020||||||
BAR HARBOR|||015800278|D|1-1|2|7|135|3|ER|04/30/2020|||||||||
BAR HARBOR|||100362130|D|1-1|2|7|135|3|TR|05/26/2020|||||||||
BAR HARBOR|||100419256|D|1-1|2|7|135|3|ER|06/02/2020|||||||||
BAR HARBOR|||100419255|D|1-1|2|7|135|3|ER|06/02/2020|||||||||
BAR HARBOR|||100675065|D|1-1|2|7|135|3|ER|05/22/2020|||||||||
BAR HARBOR|||100675064|D|1-1|2|7|135|3|ER|05/22/2020|||||||||
BAR HARBOR|||012602248|D|1-1|2|7|135|3|ER|06/01/2020|||||||||
BAR HARBOR|||100023626|D|1-1|2|7|135|3|TR|05/18/2020|||||||||
BAR HARBOR|||012602267|D|1-1|2|7|135|3|TR|05/18/2020|||||||||
BAR HARBOR|||100065650|R|1-1|2|7|135|3|WV|06/01/2020|||||||||
BAR HARBOR|||100155230|D|1-1|2|7|135|3|ER|04/16/2020|||||||||
BAR HARBOR|||100704336|D|1-1|2|7|135|3|ER|05/04/2020|||||||||
BAR HARBOR||O|100708473|D|1-1|2|7|135|3|UR|09/22/2019||EL|05/29/2020||||||
BAR HARBOR|||050203437|D|1-1|2|7|135|3|ER|05/31/2020|||||||||
BAR HARBOR|||100662836|U|1-1|2|7|135|3|TR|05/20/2020|||||||||
BAR HARBOR|||012602356|D|1-1|2|7|135|3|ER|05/10/2020|||||||||
BAR HARBOR|||012602358|D|1-1|2|7|135|3|ER|05/10/2020|||||||||
BAR HARBOR|||012602365|D|1-1|2|7|135|3|ER|05/27/2020|||||||||
BAR HARBOR|||100403476|D|1-1|2|7|135|3|ER|04/25/2020|||||||||
BAR HARBOR|||012602367|D|1-1|2|7|135|3|ER|05/26/2020|||||||||
BAR HARBOR|||012602395|D|1-1|2|7|135|3|ER|04/17/2020|||||||||
BAR HARBOR|||100068783|D|1-1|2|7|135|3|ER|04/16/2020|||||||||
BAR HARBOR|||012602421|D|1-1|2|7|135|3|ER|05/10/2020|||||||||
BAR HARBOR|||100600823|D|1-1|2|7|135|3|ER|05/23/2020|||||||||
BAR HARBOR|||012602427|D|1-1|2|7|135|3|ER|04/16/2020|||||||||
BAR HARBOR|||012602439|D|1-1|2|7|135|3|ER|05/26/2020|||||||||
BAR HARBOR|||012602475|D|1-1|2|7|135|3|ER|05/11/2020|||||||||
BAR HARBOR|||012602476|D|1-1|2|7|135|3|ER|05/13/2020|||||||||
BAR HARBOR|||012602489|U|1-1|2|7|135|3|WV|05/28/2020|||||||||
BAR HARBOR|||012602491|R|1-1|2|7|135|3|WV|05/28/2020|||||||||
BAR HARBOR|||100609265|D|1-1|2|7|135|3|ER|05/25/2020|||||||||
BAR HARBOR|||012602493|D|1-1|2|7|135|3|TR|05/27/2020|||||||||
BAR HARBOR|||100750236|D|1-1|2|7|135|3|ER|05/21/2020|||||||||
BAR HARBOR|||012600650|R|1-1|2|7|135|3|ER|06/01/2020|||||||||
BAR HARBOR|||012603258|U|1-1|2|7|135|3|ER|05/13/2020|||||||||
BAR HARBOR|||012602508|U|1-1|2|7|135|3|ER|05/13/2020|||||||||
BAR HARBOR|||012602509|D|1-1|2|7|135|3|ER|04/30/2020|||||||||
BAR HARBOR|||100504591|D|1-1|2|7|135|3|ER|05/07/2020|||||||||
BAR HARBOR|||012602516|D|1-1|2|7|135|3|ER|05/21/2020|||||||||
BAR HARBOR|||100240780|U|1-1|2|7|135|3|ER|05/26/2020|||||||||
BAR HARBOR|||050300755|D|1-1|2|7|135|3|ER|05/29/2020|||||||||
BAR HARBOR|||100240781|U|1-1|2|7|135|3|ER|05/26/2020|||||||||
BAR HARBOR|||012602551|D|1-1|2|7|135|3|ER|06/01/2020|||||||||
BAR HARBOR|||012602554|D|1-1|2|7|135|3|ER|05/29/2020|||||||||
BAR HARBOR|||100542783|D|1-1|2|7|135|3|ER|05/29/2020|||||||||
BAR HARBOR|||012602569|D|1-1|2|7|135|3|ER|06/01/2020|||||||||
BAR HARBOR|||014001063|U|1-1|2|7|135|3|ER|05/10/2020|||||||||
BAR HARBOR|||012602613|D|1-1|2|7|135|3|ER|04/01/2020|||||||||
BAR HARBOR|||012602639|D|1-1|2|7|135|3|ER|04/20/2020|||||||||
BAR HARBOR|||049407979|D|1-1|2|7|135|3|ER|04/18/2020|||||||||
BAR HARBOR|||049407980|D|1-1|2|7|135|3|ER|04/18/2020|||||||||
BAR HARBOR|||012601896|D|1-1|2|7|135|3|ER|05/12/2020|||||||||
BAR HARBOR|||012602677|R|1-1|2|7|135|3|ER|05/08/2020|||||||||
BAR HARBOR|||015401147|D|1-1|2|7|135|3|ER|05/30/2020|||||||||
BAR HARBOR||O|100678247|D|1-1|2|7|135|3|UR|02/26/2020||EL|05/29/2020||||||
BAR HARBOR|||100425257|D|1-1|2|7|135|3|ER|04/28/2020|||||||||
BAR HARBOR|||012602714|R|1-1|2|7|135|3|TR|05/13/2020|||||||||
BAR HARBOR|||012602715|R|1-1|2|7|135|3|TR|05/13/2020|||||||||
BAR HARBOR|||012602732|D|1-1|2|7|135|3|ER|04/30/2020|||||||||
BAR HARBOR|||012602767|D|1-1|2|7|135|3|ER|05/29/2020|||||||||
BAR HARBOR|||050301205|D|1-1|2|7|135|3|ER|05/27/2020|||||||||
BAR HARBOR|||024102284|R|1-1|2|7|135|3|ER|05/26/2020|||||||||
BAR HARBOR|||012602793|D|1-1|2|7|135|3|ER|06/01/2020|||||||||
BAR HARBOR|||100689882|D|1-1|2|7|135|3|ER|04/15/2020|||||||||
BAR HARBOR|||100417295|U|1-1|2|7|135|3|ER|04/27/2020|||||||||
BAR HARBOR|||100187897|D|1-1|2|7|135|3|ER|04/27/2020|||||||||
BAR HARBOR|||048817756|D|1-1|2|7|135|3|WV|05/28/2020|||||||||
BAR HARBOR|||100219038|D|1-1|2|7|135|3|ER|06/01/2020|||||||||
BAR HARBOR||O|100254562|U|1-1|2|7|135|3|UR|10/06/2019||MV|05/29/2020||||||
BAR HARBOR|||100569730|D|1-1|2|7|135|3|ER|05/22/2020|||||||||
BAR HARBOR|||100569726|D|1-1|2|7|135|3|ER|05/22/2020|||||||||
BAR HARBOR|||100684308|D|1-1|2|7|135|3|ER|05/23/2020|||||||||
BAR HARBOR|||100675071|D|1-1|2|7|135|3|ER|04/27/2020|||||||||
BAR HARBOR|||100157293|U|1-1|2|7|135|3|ER|05/26/2020|||||||||
BAR HARBOR|||100465341|D|1-1|2|7|135|3|ER|05/26/2020|||||||||
BAR HARBOR|||100465332|D|1-1|2|7|135|3|ER|05/26/2020|||||||||
BAR HARBOR||O|012602900|D|1-1|2|7|135|3|UR|10/08/2019||EL|05/29/2020||||||
BAR HARBOR|||012602913|R|1-1|2|7|135|3|ER|04/30/2020|||||||||
BAR HARBOR|||012602914|D|1-1|2|7|135|3|WV|05/26/2020|||||||||
BAR HARBOR|||100061878|D|1-1|2|7|135|3|ER|05/12/2020|||||||||
BAR HARBOR|||100399529|D|1-1|2|7|135|3|ER|05/26/2020|||||||||
BAR HARBOR|||100379714|D|1-1|2|7|135|3|TR|05/26/2020|||||||||
BAR HARBOR|||012602930|D|1-1|2|7|135|3|WV|05/28/2020|||||||||
BAR HARBOR|||012602937|D|1-1|2|7|135|3|WV|05/28/2020|||||||||
BAR HARBOR|||100056002|D|1-1|2|7|135|3|ER|05/22/2020|||||||||
BAR HARBOR|||100534090|D|1-1|2|7|135|3|ER|05/07/2020|||||||||
BAR HARBOR|||100374814|D|1-1|2|7|135|3|ER|04/27/2020|||||||||
BAR HARBOR|||100705676|D|1-1|2|7|135|3|ER|05/21/2020|||||||||
BAR HARBOR|||012603020|R|1-1|2|7|135|3|ER|05/30/2020|||||||||
BAR HARBOR|||012603037|D|1-1|2|7|135|3|ER|05/27/2020|||||||||
BAR HARBOR|||012603051|U|1-1|2|7|135|3|ER|04/19/2020|||||||||
BAR HARBOR||O|100305445|D|1-1|2|7|135|3|UR|09/21/2019||EL|05/29/2020||||||
BAR HARBOR||O|100751010|D|1-1|2|7|135|3|UR|02/06/2020||EL|05/29/2020||||||
BAR HARBOR|||012603067|D|1-1|2|7|135|3|ER|04/20/2020|||||||||
BAR HARBOR||O|012603092|D|1-1|2|7|135|3|UR|03/31/2020||EL|05/29/2020||||||
BAR HARBOR||O|012603093|D|1-1|2|7|135|3|UR|03/10/2020||EL|05/29/2020||||||
BAR HARBOR|||012603101|D|1-1|2|7|135|3|ER|05/10/2020|||||||||
BAR HARBOR|||012603115|U|1-1|2|7|135|3|TR|05/19/2020|||||||||
BAR HARBOR|||100678218|D|1-1|2|7|135|3|ER|05/22/2020|||||||||
BAR HARBOR|||100309686|D|1-1|2|7|135|3|ER|06/02/2020|||||||||
BAR HARBOR|||100534750|D|1-1|2|7|135|3|ER|06/02/2020|||||||||
BAR HARBOR|||012603139|D|1-1|2|7|135|3|ER|05/27/2020|||||||||
BAR HARBOR|||100684313|D|1-1|2|7|135|3|ER|05/23/2020|||||||||
BAR HARBOR|||100167994|D|1-1|2|7|135|3|ER|04/27/2020|||||||||
BAR HARBOR|||012603168|D|1-1|2|7|135|3|ER|04/27/2020|||||||||
BAR HARBOR|||012603192|D|1-1|2|7|135|3|ER|06/02/2020|||||||||
BAR HARBOR|||012603194|R|1-1|2|7|135|3|ER|05/19/2020|||||||||
BAR HARBOR|||051018231|D|1-1|2|7|135|3|TR|05/29/2020|||||||||
BAR HARBOR|||051018232|U|1-1|2|7|135|3|TR|05/29/2020|||||||||
BAR HARBOR|||012603244|D|1-1|2|7|135|3|ER|06/02/2020|||||||||
BAR HARBOR|||012603257|D|1-1|2|7|135|3|ER|04/27/2020|||||||||
BAR HARBOR|||100585523|D|1-1|2|7|135|3|ER|05/28/2020|||||||||
BAR HARBOR|||100403472|D|1-1|2|7|135|3|ER|04/16/2020|||||||||
BAR HARBOR|||100403471|D|1-1|2|7|135|3|ER|04/16/2020|||||||||
BAR HARBOR|||012603281|D|1-1|2|7|135|3|ER|05/27/2020|||||||||
BAR HARBOR|||012603324|D|1-1|2|7|135|3|TR|04/30/2020|||||||||
BAR HARBOR|||012603326|D|1-1|2|7|135|3|TR|06/01/2020|||||||||
BAR HARBOR|||012603332|D|1-1|2|7|135|3|ER|05/10/2020|||||||||
BAR HARBOR|||100547756|G|1-1|2|7|135|3|ER|04/16/2020|||||||||
BAR HARBOR|||012603352|D|1-1|2|7|135|3|ER|05/13/2020|||||||||
BAR HARBOR||O|100159683|D|1-1|2|7|135|3|UR|02/10/2020||EL|05/29/2020||||||
BAR HARBOR|||012603369|D|1-1|2|7|135|3|ER|06/02/2020|||||||||
BAR HARBOR|||012603370|D|1-1|2|7|135|3|ER|05/25/2020|||||||||
BAR HARBOR|||100448035|D|1-1|2|7|135|3|ER|04/25/2020|||||||||
BAR HARBOR|||012603419|D|1-1|2|7|135|3|ER|04/16/2020|||||||||
BAR HARBOR||O|100186226|D|1-1|2|7|135|3|UR|03/31/2020||EL|05/29/2020||||||
BAR HARBOR||O|100561769|U|1-1|2|7|135|3|UR|03/05/2020||EL|05/29/2020||||||
BAR HARBOR||O|100558151|D|1-1|2|7|135|3|UR|01/20/2020||EL|05/29/2020||||||
BAR HARBOR|||012603468|D|1-1|2|7|135|3|ER|05/29/2020|||||||||
BAR HARBOR|||012603506|D|1-1|2|7|135|3|ER|04/17/2020|||||||||
BAR HARBOR|||012603509|D|1-1|2|7|135|3|ER|04/24/2020|||||||||
BAR HARBOR|||012603513|D|1-1|2|7|135|3|ER|04/23/2020|||||||||
BAR HARBOR|||012603530|R|1-1|2|7|135|3|TR|05/29/2020|||||||||
BAR HARBOR|||012603547|D|1-1|2|7|135|3|ER|05/22/2020|||||||||
BAR HARBOR|||012603549|D|1-1|2|7|135|3|ER|05/27/2020|||||||||
BAR HARBOR||O|100752038|D|1-1|2|7|135|3|UR|02/11/2020||EL|05/29/2020||||||
BAR HARBOR|||100551171|R|1-1|2|7|135|3|ER|05/20/2020|||||||||
BAR HARBOR|||100543697|D|1-1|2|7|135|3|ER|05/29/2020|||||||||
BAR HARBOR|||012603571|D|1-1|2|7|135|3|ER|05/08/2020|||||||||
BAR HARBOR|||100313845|D|1-1|2|7|135|3|ER|05/11/2020|||||||||
BAR HARBOR|||012603613|D|1-1|2|7|135|3|ER|05/22/2020|||||||||
BAR HARBOR|||100366613|D|1-1|2|7|135|3|ER|05/19/2020|||||||||
BAR HARBOR|||012603643|D|1-1|2|7|135|3|ER|06/02/2020|||||||||
BAR HARBOR|||100105571|G|1-1|2|7|135|3|ER|06/02/2020|||||||||
BAR HARBOR|||012603658|D|1-1|2|7|135|3|ER|05/12/2020|||||||||
BAR HARBOR|||049652022|D|1-1|2|7|135|3|ER|05/16/2020|||||||||
BAR HARBOR|||100698557|U|1-1|2|7|135|3|ER|05/28/2020|||||||||
BAR HARBOR|||012603730|D|1-1|2|7|135|3|ER|04/08/2020|||||||||
BAR HARBOR|||100487750|D|1-1|2|7|135|3|ER|05/25/2020|||||||||
BAR HARBOR|||012603757|D|1-1|2|7|135|3|ER|05/26/2020|||||||||
BAR HARBOR|||051401213|D|1-1|2|7|135|3|ER|06/02/2020|||||||||
BAR HARBOR|||100209865|D|1-1|2|7|135|3|ER|06/01/2020|||||||||
BAR HARBOR|||013200315|R|1-1|2|7|135|3|ER|05/11/2020|||||||||
BAR HARBOR|||012603806|D|1-1|2|7|135|3|ER|04/06/2020|||||||||
BAR HARBOR|||100374816|D|1-1|2|7|135|3|ER|05/07/2020|||||||||
BAR HARBOR|||100673126|R|1-1|2|7|135|3|ER|04/27/2020|||||||||
BAR HARBOR|||012603857|D|1-1|2|7|135|3|ER|05/22/2020|||||||||
BAR HARBOR|||012603858|D|1-1|2|7|135|3|ER|05/22/2020|||||||||
BAR HARBOR|||100475189|D|1-1|2|7|135|3|ER|05/25/2020|||||||||
BAR HARBOR|||100539510|R|1-1|2|7|135|3|ER|05/20/2020|||||||||
BAR HARBOR|||050301738|U|1-1|2|7|135|3|ER|04/09/2020|||||||||
BAR HARBOR|||100543667|U|1-1|2|7|135|3|ER|05/20/2020|||||||||
BAR HARBOR|||012603874|D|1-1|2|7|135|3|ER|05/20/2020|||||||||
BAR HARBOR|||012603875|D|1-1|2|7|135|3|ER|05/14/2020|||||||||
BAR HARBOR|||012603887|R|1-1|2|7|135|3|ER|05/10/2020|||||||||
BAR HARBOR|||012603889|R|1-1|2|7|135|3|ER|05/10/2020|||||||||
BAR HARBOR|||050301745|R|1-1|2|7|135|3|ER|05/24/2020|||||||||
BAR HARBOR|||012603898|R|1-1|2|7|135|3|TR|05/18/2020|||||||||
BAR HARBOR|||012603899|R|1-1|2|7|135|3|TR|05/18/2020|||||||||
BAR HARBOR|||012603905|D|1-1|2|7|135|3|ER|05/26/2020|||||||||
BAR HARBOR||O|100348825|D|1-1|2|7|135|3|UR|09/20/2019||EL|05/29/2020||||||
BATH|||051500052|D|4-1|1|23|52|2|ER|04/21/2020|||||||||
BATH|||100016070|D|6-1|1|23|52|2|ER|05/08/2020|||||||||
BATH|||100752147|D|5-1|1|23|52|2|ER|04/27/2020|||||||||
BATH|||051500130|D|1-1|1|23|52|2|ER|05/24/2020|||||||||
BATH|||051500138|D|1-1|1|23|52|2|VP|05/26/2020||VP|05/26/2020|VP|05/26/2020 12:54 pm||ACC||
BATH|||051500141|U|7-1|1|23|52|2|ER|05/16/2020|||||||||
BATH|||100579575|U|5-1|1|23|52|2|ER|05/29/2020|||||||||
BATH|||100582636|D|6-1|1|23|52|2|ER|05/09/2020|||||||||
BATH|||017501795|D|7-1|1|23|52|2|ER|04/11/2020|||||||||
BATH|||050600043|D|7-1|1|23|52|2|ER|04/11/2020|||||||||
BATH|||100742425|D|6-1|1|23|52|2|TR|05/15/2020|||||||||
BATH|||051200140|D|7-1|1|23|52|2|TR|05/19/2020|||||||||
BATH|||051200143|D|7-1|1|23|52|2|TR|05/19/2020|||||||||
BATH|||051500211|R|7-1|1|23|52|2|ER|04/22/2020|||||||||
BATH|||100695544|D|4-1|1|23|52|2|ER|04/09/2020|||||||||
BATH|||049100409|D|7-1|1|23|52|2|TR|05/22/2020|||||||||
BATH|||034900081|U|3-1|1|23|52|2|ER|05/13/2020|||||||||
BATH|||100011384|D|6-1|1|23|52|2|ER|05/29/2020|||||||||
BATH|||100054353|D|6-1|1|23|52|2|ER|04/13/2020|||||||||
BATH|||049602211|D|5-1|1|23|52|2|ER|05/28/2020|||||||||
BATH|||051500301|D|7-1|1|23|52|2|ER|05/11/2020|||||||||
BATH|||100000521|D|7-1|1|23|52|2|ER|04/08/2020|||||||||
BATH|||049100640|D|7-1|1|23|52|2|ER|04/08/2020|||||||||
BATH|||100408451|D|5-1|1|23|52|2|ER|05/23/2020|||||||||
BATH|||100059033|D|1-1|1|23|52|2|ER|05/26/2020|||||||||
BATH|||051500371|D|6-1|1|23|52|2|ER|05/19/2020|||||||||
BATH||O|100546907|R|1-1|1|23|52|2|UR|01/02/2020||EL|05/29/2020||||||
BATH|||100543643|D|1-1|1|23|52|2|WV|04/30/2020|||||||||
BATH|||100556855|D|7-1|1|23|52|2|ER|05/11/2020|||||||||
BATH|||051500426|D|2-1|1|23|52|2|ER|04/29/2020|||||||||
BATH|||100186621|D|2-1|1|23|52|2|ER|04/30/2020|||||||||
BATH||O|051500443|D|7-1|1|23|52|2|UR|02/02/2020||EL|05/29/2020||||||
BATH|||051500444|D|1-1|1|23|52|2|WV|05/26/2020|||||||||
BATH|||051500448|D|6-1|1|23|52|2|ER|04/10/2020|||||||||
